ID, Name,Voltage [KV],Demand [MW],Load Freq Coeff [WMs],Country,Population Prop,Longitude,Latitude
2888,Gottingen 220,220,77.3,0.0036913,DE,0.0011237,9.8328,51.4677
2889,Belchatow 380,380,67.4,0.0032175,PL,0.0032649,19.314,51.2825
2890,Unlabeled_520 380,380,69.4,0.0033136,PL,0.0033624,20.127,52.1267
2891,Unlabeled_521 380,380,37.8,0.0018061,PL,0.0018327,19.303,50.8129
2892,Rogowiec 220,220,101.7,0.0048544,PL,0.0049259,19.3799,51.3306
2893,Unlabeled_522 380,380,108.9,0.0052019,PL,0.0052785,18.0725,52.1941
2894,Plewiska 380,380,200.9,0.0095906,PL,0.0097318,16.7322,52.3219
2895,Unlabeled_523 380,380,75.2,0.0035893,PL,0.0036422,19.281,50.6878
2896,Joachimow 220,220,16.8,0.00080051,PL,0.0008123,19.281,50.7504
2897,Pila Krzewina 220,220,51.5,0.0024572,PL,0.0024934,16.864,53.1665
2898,Poznan Poludnie 220,220,62.5,0.0029848,PL,0.0030287,16.908,52.2816
2899,Czerwonak 220,220,81.1,0.0038731,PL,0.0039302,16.9959,52.4292
2900,Morzyczyn 220,220,40.4,0.0019274,PL,0.0019558,14.8315,53.3309
2901,Unlabeled_524 220,220,35.1,0.0016771,PL,0.0017017,14.466,53.2977
2902,Krajnik 380,380,93.7,0.0044729,PL,0.0045388,14.436,53.1665
2903,Kedzierzyn 220,220,59.1,0.0028219,PL,0.0028635,18.2922,50.2753
2904,Windpark Altentreptow/Nord 380,380,43.4,0.0020701,DE,0.00063017,13.3484,53.6251
2905,Rosiori 380,380,142.1,0.0067857,RO,0.019102,23.302,47.7467
2906,Brasov 380,380,128,0.0061097,RO,0.017199,25.6201,45.7522
2907,Unlabeled_525 380,380,48.1,0.0022967,RO,0.0064653,24.3787,44.5278
2908,Iernut 380,380,66.1,0.0031538,RO,0.008878,24.2249,46.506
2909,Sibiu 220,220,17.9,0.00085464,RO,0.0024059,24.2029,45.8441
2910,Timisoara 220,220,27.1,0.0012928,RO,0.0036392,21.3354,45.7522
2911,Unlabeled_526 220,220,14.8,0.00070568,RO,0.0019865,23.0054,45.8824
2912,Pestis 220,220,9.6,0.0005,RO,0.0012856,22.8516,45.8594
2913,Unlabeled_527 220,220,22.4,0.0010691,RO,0.0030097,21.2585,45.8747
2914,Unlabeled_528 220,220,25.1,0.0011978,RO,0.0033718,21.3478,45.821
2915,Sajoivanka 380,380,70.8,0.0033789,HU,0.014041,20.5554,48.2613
2916,Tiszalok 220,220,29.7,0.0014181,HU,0.005893,21.5002,48.1221
2917,Szeged 220,220,52.7,0.0025165,HU,0.010458,20.2148,46.2026
2918,Szolnok 380,380,117.2,0.0055956,HU,0.023253,20.2917,47.1822
2919,Unlabeled_529 220,220,51.5,0.002457,PL,0.0024932,20.1929,50.0007
2920,Skawina 380,380,172.7,0.0082461,PL,0.0083675,19.8523,49.9583
2921,Unlabeled_530 220,220,47.2,0.0022519,PL,0.0022851,20.105,50.1276
2922,Losnice 220,220,33.8,0.001613,PL,0.0016367,19.5007,50.4715
2923,Unlabeled_531 220,220,58.1,0.0027743,PL,0.0028152,19.0942,50.2261
2924,Unlabeled_532 380,380,228.9,0.010931,PL,0.011092,19.4187,50.1499
2925,Lagisza 220,220,48.9,0.0023334,PL,0.0023678,19.1492,50.3525
2926,Blachownia 220,220,71.4,0.0034098,PL,0.00346,18.3582,50.3174
2927,Halemba 220,220,61.4,0.002933,PL,0.0029762,18.9294,50.198
2928,Kosice 380,380,77.5,0.003702,SK,0.022027,21.0828,48.6692
2929,Vol  a 380,380,137.8,0.0065784,SK,0.039141,21.7969,48.8213
2930,Tarnow 380,380,161.7,0.007719,PL,0.0078326,21.0718,49.93
2931,Rzeszow 380,380,250.1,0.011943,PL,0.012119,21.9617,50.1417
2932,Liptovska Mara 380,380,81.1,0.0038726,SK,0.023042,19.3909,49.1673
2933,Medzibrod 380,380,91.5,0.0043685,SK,0.025993,19.259,48.7852
2934,Rokitnica 380,380,159.9,0.0076361,PL,0.0077485,18.8306,50.4015
2935,Unlabeled_533 380,380,158.7,0.0075796,PL,0.0076912,18.9075,50.4225
2936,Pancevo 220,220,99.9,0.0047702,RS,0.015611,20.7312,45.0269
2937,Djerdap 1 380,380,105.2,0.0050211,RS,0.016431,22.4451,44.6218
2938,Pancevo 380,380,299.7,0.014311,RS,0.046832,20.7312,45.0269
2939,Smederevo 220,220,86.9,0.004151,RS,0.013584,20.9399,44.7311
2940,Nis 380,380,161.6,0.0077168,RS,0.025253,21.9836,43.3971
2941,Jagodina 380,380,105.3,0.0050295,RS,0.016459,21.2256,43.787
2942,Krusevac 220,220,22.5,0.0010737,RS,0.0035138,21.3574,43.6043
2943,Elbasan 2 380,380,134.3,0.0064129,AL,0.11193,20.1819,41.0545
2944,Tirana 400 220,220,43.9,0.002096,AL,0.036581,19.7314,41.3603
2945,Kosovo B 380,380,392.7,0.018751,RS,0.061362,21.0498,42.5854
2946,Koplik 220,220,24.6,0.0011752,AL,0.020511,19.5007,42.1634
2947,Maida 380,380,135.4,0.0064637,IT,0.0031337,16.4575,38.7798
2948,Rizziconi 380,380,168,0.0080197,IT,0.003888,16.106,38.3503
2949,Unlabeled_534 380,380,31.8,0.0015192,ES,0.0008646,-1.2634,38.5396
2950,Unlabeled_535 380,380,32.5,0.0015494,ES,0.00088181,-1.4037,38.9052
2951,Aranuelo 380,380,38.7,0.001848,ES,0.0010518,-5.8557,39.9603
2952,Morata 220,220,5,0.0005,ES,0.00013635,-2.5818,39.8254
2953,Huelves 220,220,4.1,0.0005,ES,0.00011022,-2.3401,39.7494
2954,Villares del Saz 220,220,3.7,0.0005,ES,0.00010173,-2.1643,39.7072
2955,San Vicente 220,220,43.3,0.0020664,ES,0.001176,-0.53833,38.4622
2956,Montebello 220,220,57.5,0.0027454,ES,0.0015625,-0.032959,38.7198
2957,Unlabeled_536 220,220,32.9,0.0015698,ES,0.00089342,-0.70312,38.6941
2958,Rocamora 380,380,86.8,0.0041446,ES,0.0023588,-1.1426,38.2813
2959,Unlabeled_537 380,380,114.3,0.0054562,ES,0.0031053,-0.97705,37.9617
2960,Unlabeled_538 380,380,32.2,0.0015357,ES,0.00087403,-1.3835,38.9158
2961,Sancho Llop 220,220,63.8,0.0030453,ES,0.0017332,-0.18677,38.8654
2962,Boimente 380,380,24.6,0.0011741,ES,0.00066822,-7.4817,43.5008
2963,Xove 380,380,19.6,0.00093738,ES,0.00053349,-7.5586,43.6599
2964,Abegondo 380,380,99.1,0.0047298,ES,0.0026918,-8.2178,43.2532
2965,Beariz 380,380,84.8,0.0040503,ES,0.0023051,-8.2397,42.3748
2966,Alto Lindoso 380,380,83.2,0.0039731,PT,0.012532,-8.2397,41.9922
2967,Cartelle 220,220,8,0.0005,ES,0.00021664,-8.075,42.2041
2968,P.E. Sil-Meda 220,220,8.4,0.0005,ES,0.00022751,-7.5696,42.3504
2969,S. Esteban 220,220,7.8,0.0005,ES,0.00021242,-7.7563,42.3667
2970,Unlabeled_539 220,220,12.2,0.0005836,ES,0.00033214,-8.0658,42.4172
2971,Chantada 220,220,10.3,0.0005,ES,0.00027991,-7.998,42.6501
2972,Vimianzo 220,220,7.9,0.0005,ES,0.00021539,-9.1187,43.117
2973,Meirama 220,220,33.7,0.001607,ES,0.00091457,-8.5913,43.1972
2974,Sabon 220,220,32.1,0.0015304,ES,0.00087101,-8.5364,43.3012
2975,Eiris 220,220,30.5,0.001455,ES,0.00082806,-8.2947,43.3012
2976,Meson do Vento 380,380,101.2,0.0048338,ES,0.002751,-8.3386,43.1651
2977,Portodemouros 220,220,11.7,0.00055999,ES,0.0003187,-8.2397,42.8115
2978,Santiago 220,220,21.2,0.0010123,ES,0.00057611,-8.6023,42.8921
2979,Dumbria 220,220,12.3,0.00058909,ES,0.00033527,-9.1296,42.9323
2980,Telledo 220,220,13.2,0.00062888,ES,0.00035791,-6.1084,43.0689
2981,S.Agustin 220,220,2.7,0.0005,ES,7.2204e-05,-7.0313,42.1553
2982,Alcobendas 380,380,25.2,0.0012053,ES,0.00068596,-3.7573,41.1042
2983,Loeches 220,220,2.7,0.0005,ES,7.3046e-05,-2.417,40.2711
2984,J. Cabrera 220,220,2.7,0.0005,ES,7.4529e-05,-2.1753,40.2208
2985,El Llano 220,220,12.7,0.00060624,ES,0.00034503,-1.604,40.4971
2986,Las Mazorras 220,220,1.6,0.0005,ES,4.3393e-05,-3.9111,42.7793
2987,El Cerro 220,220,11.5,0.00054687,ES,0.00031124,-3.8123,42.7147
2988,Arrubal 380,380,47.4,0.0022625,ES,0.0012876,-2.0544,42.3748
2989,A. Zinc 220,220,26.6,0.0012686,ES,0.00072199,-6.2183,43.5326
2990,La Granda 220,220,29.3,0.001397,ES,0.00079507,-5.8667,43.5008
2991,La Pereda 220,220,14.8,0.00070774,ES,0.0004028,-5.7129,43.0689
2992,Abono 220,220,30.3,0.0014482,ES,0.0008242,-5.3833,43.4928
2993,Uninsa 220,220,31.5,0.0015051,ES,0.00085658,-5.5371,43.4449
2994,Penadrada 220,220,4.2,0.0005,ES,0.00011489,-6.5259,42.8276
2995,T. Velasco 380,380,30.2,0.0014439,ES,0.00082178,-3.4167,39.7325
2996,Retamar 220,220,86.6,0.0041356,ES,0.0023537,-3.7793,39.9603
2997,Unlabeled_540 220,220,12.6,0.00060278,ES,0.00034306,-4.1089,39.8676
2998,C. Fregacedos 220,220,9.7,0.0005,ES,0.00026399,-4.032,39.741
2999,Unlabeled_541 220,220,9.7,0.0005,ES,0.00026269,-4.5579,39.8656
3000,Casa campo 220,220,63.1,0.0030129,ES,0.0017147,-4.3176,40.3884
3001,Unlabeled_542 220,220,10,0.0005,ES,0.00027208,-4.6042,39.9086
3002,Alqueva 380a,380,13.6,0.00064992,PT,0.00205,-7.5037,38.0654
3003,Brovales 220,220,4.7,0.0005,ES,0.00012841,-6.8335,38.1
3004,Merida 220,220,62.2,0.002972,ES,0.0016914,-6.46,38.9423
3005,Balboa 380,380,20.1,0.00095772,ES,0.00054507,-6.8445,38.2382
3006,Palos 380,380,76.7,0.0036643,ES,0.0020854,-6.7566,37.134
3007,Unlabeled_543 380,380,130.8,0.0062435,ES,0.0035533,-5.6799,37.6142
3008,Puebla de Guzman 380,380,69.8,0.0033346,ES,0.0018978,-7.3169,37.562
3009,Valdecaballeros 380,380,29.3,0.0013994,ES,0.00079642,-5.2405,39.3088
3010,Guillena 220,220,44,0.0021026,ES,0.0011967,-5.9766,37.5881
3011,Unlabeled_544 380,380,59.3,0.0028305,ES,0.0016109,-4.812,37.2041
3012,Brazatortas 380,380,20.9,0.00099765,ES,0.00056779,-4.5374,38.6083
3013,Unlabeled_545 380,380,66.3,0.0031634,ES,0.0018004,-5.3122,36.598
3014,Unlabeled_546 380,380,160,0.0076395,ES,0.0043479,-4.3396,37.1603
3015,Tajo de la Encantada 220,220,70.5,0.003365,ES,0.0019151,-4.6472,36.8796
3016,Unlabeled_547 220,220,73.7,0.0035205,ES,0.0020036,-4.01,37.9355
3017,Andujar 220,220,69.7,0.0033293,ES,0.0018948,-4.043,38.0654
3018,Arroyo del Valle 220,220,51.4,0.0024559,ES,0.0013977,-4.5703,38.2382
3019,Majadahonda 220,220,8.3,0.0005,ES,0.00022585,-4.9329,40.3717
3020,Casatejada 220,220,11.1,0.00053082,ES,0.00030211,-5.9216,39.9097
3021,G. y Galan 220,220,20.4,0.00097468,ES,0.00055472,-6.3501,40.2544
3022,Torrejon 220,220,16,0.00076284,ES,0.00043415,-6.1853,39.7494
3023,Valdecanas 220,220,10.3,0.0005,ES,0.0002808,-5.7568,39.7325
3024,Unlabeled_548 220,220,34.1,0.0016303,PT,0.0051422,-8.1849,41.1453
3025,Carrapatelo 220,220,32.9,0.0015713,PT,0.0049563,-8.2397,41.0214
3026,Unlabeled_549 220,220,36.5,0.0017428,PT,0.0054972,-8.2925,41.2068
3027,Paraimo 380,380,64,0.0030562,PT,0.0096398,-8.5693,40.4887
3028,Valpacos 380,380,9.4,0.0005,PT,0.0014209,-7.5476,41.6647
3029,Gouveia 220,220,10.9,0.00052121,PT,0.001644,-7.7344,40.5973
3030,Ferro 220,220,12.8,0.00061257,PT,0.0019322,-7.3279,40.1621
3031,Sobral da Serra 220,220,9.8,0.0005,PT,0.0014792,-7.3279,40.5305
3032,Tabua 220,220,14.5,0.00069309,PT,0.0021862,-7.9761,40.3298
3033,Coto 220,220,292.4,0.013963,ES,0.0079467,-3.5266,40.4887
3034,M.Becerra 220,220,290,0.013846,ES,0.0078804,-3.8562,40.3382
3035,Norte 220,220,272.4,0.013008,ES,0.0074031,-4.0759,40.4302
3036,E.T. Fuencarral 220,220,18.3,0.00087454,ES,0.00049772,-4.4385,40.689
3037,P. de S. Fernando 220,220,17.8,0.00084952,ES,0.00048349,-2.8125,40.6473
3038,Kasso 380,380,111.1,0.0053052,DK,0.025253,9.2944,55.0721
3039,Unlabeled_550 220,220,62.7,0.0029927,DE,0.00091103,10.0525,54.2588
3040,Flensburg 220,220,41.8,0.0019968,DE,0.00060787,9.4043,54.7437
3041,Brokdorf 220,220,42.8,0.0020438,DE,0.00062218,9.3823,53.8266
3042,Siems 220,220,44.8,0.0021406,DE,0.00065163,10.7556,53.872
3043,Sandershausen 220,220,48.5,0.0023135,DE,0.00070427,9.5471,51.31
3044,Unlabeled_551 380,380,75.9,0.0036234,PL,0.0036767,20.1489,52.456
3045,Oltarzew 380,380,383.9,0.018331,PL,0.018601,20.5334,52.2614
3046,Belchatow Kopalnia 220,220,18.7,0.00089382,PL,0.00090698,19.3799,51.2069
3047,Pabianice 220,220,140.7,0.0067175,PL,0.0068165,19.3469,51.6453
3048,Unlabeled_552 220,220,20.1,0.00095792,PL,0.00097202,19.5666,51.2344
3049,Janow 220,220,131.6,0.0062829,PL,0.0063754,19.5227,51.693
3050,Piotrkow 220,220,124.3,0.0059366,PL,0.006024,19.6216,51.4198
3051,Patnow 380,380,112.2,0.0053579,PL,0.0054368,18.2153,52.3488
3052,Pila Krzewina 380,380,154.4,0.0073716,PL,0.0074802,16.864,53.1665
3053,Unlabeled_553 380,380,137,0.0065425,PL,0.0066389,19.259,50.4365
3054,Kielce 220,220,43,0.0020529,PL,0.0020831,20.3247,50.8198
3055,Huta Czestochowa 220,220,24.4,0.0011628,PL,0.0011799,19.1711,50.7295
3056,Unlabeled_554 220,220,33.7,0.0016068,PL,0.0016305,19.2041,50.6529
3057,Aniolow 220,220,14.8,0.0007054,PL,0.00071579,19.0833,50.792
3058,Zydowo 220,220,34.5,0.0016492,PL,0.0016735,16.6333,54.0142
3059,Patnow 220,220,37.4,0.001786,PL,0.0018123,18.2153,52.3488
3060,Reclaw 220,220,58.5,0.0027953,PL,0.0028364,14.6887,53.872
3061,Police 220,220,48.6,0.0023181,PL,0.0023523,14.458,53.6055
3062,Morzyczyn 380,380,121.1,0.0057822,PL,0.0058673,14.8315,53.3309
3063,Glinki 220,220,39.5,0.001887,PL,0.0019148,14.491,53.4684
3064,Pomorzany 220,220,34.3,0.0016394,PL,0.0016636,14.5349,53.344
3065,Baczyna 380,380,138.5,0.0066142,PL,0.0067116,15.0183,52.6897
3066,Gadalin 380,380,69.6,0.0033248,RO,0.0093594,23.9063,46.8452
3067,Rosiori 220,220,47.4,0.0022619,RO,0.0063673,23.302,47.7467
3068,Bradu 380,380,115.2,0.0054984,RO,0.015478,24.6973,44.9726
3069,Gutinas 380,380,115.9,0.0055356,RO,0.015583,26.8726,46.2634
3070,Darste 380,380,116.6,0.0055695,RO,0.015678,25.6311,45.6524
3071,Tantareni 380,380,91.2,0.0043547,RO,0.012259,23.6975,44.6452
3072,Slatina 380,380,52.1,0.0024889,RO,0.0070065,24.4885,44.4573
3073,Ungheni 380,380,77.7,0.0037082,RO,0.010439,24.4446,46.5438
3074,Iernut 220,220,22,0.0010513,RO,0.0029593,24.2249,46.506
3075,Lotru 220,220,13.1,0.00062453,RO,0.0017581,24.0491,45.591
3076,Resita 220,220,19,0.00090867,RO,0.002558,22.0056,45.3058
3077,Alba Iulia 220,220,15.7,0.00075185,RO,0.0021165,23.6316,46.0885
3078,Hasdat 220,220,10.6,0.00050571,RO,0.0014236,22.9944,45.8365
3079,Unlabeled_555 220,220,9.2,0.0005,RO,0.0012334,22.9175,45.8058
3080,Unlabeled_556 220,220,23.2,0.0011095,RO,0.0031234,21.2036,45.8824
3081,Szeged 132,132,0,0.0005,HU,0,20.2148,46.2026
3082,Unlabeled_557 380,380,139.3,0.0066528,HU,0.027646,19.731,47.2136
3083,Wanda 220,220,51.5,0.0024588,PL,0.002495,20.1379,50.043
3084,Unlabeled_558 220,220,48.3,0.0023076,PL,0.0023416,20.2478,50.043
3085,Unlabeled_559 380,380,207.3,0.0098998,PL,0.010046,19.83,49.8368
3086,Lubocza 220,220,49,0.0023374,PL,0.0023718,20.0281,50.0994
3087,Katowice 220,220,57.2,0.0027299,PL,0.0027701,19.0173,50.2683
3088,Unlabeled_560 220,220,55.2,0.0026343,PL,0.0026731,19.1162,50.2613
3089,Tucznawa 380,380,125.4,0.0059882,PL,0.0060764,19.3909,50.4155
3090,Lagisza 380,380,146.6,0.0070003,PL,0.0071034,19.1492,50.3525
3091,Polaniec 380,380,81,0.0038656,PL,0.0039226,21.3025,50.4365
3092,Unlabeled_561 380,380,169.6,0.0080988,PL,0.008218,20.7971,49.8592
3093,Rzeszow 750,750,0,0.0005,PL,0,21.9617,50.1417
3094,Cierny Vah 380,380,116.1,0.0055447,SK,0.032991,19.9622,48.9658
3095,Unlabeled_562 380,380,136.6,0.0065208,PL,0.0066168,19.0393,50.4435
3096,Portile de Fier 1 380,380,34.9,0.001664,RO,0.0046842,22.5989,44.7623
3097,Bor 380,380,110,0.0052509,RS,0.017184,22.2583,44.1428
3098,Resita 380,380,57.1,0.002726,RO,0.0076739,22.0056,45.3058
3099,Sofia-Zapad 380,380,270.3,0.012906,BG,0.043317,23.1042,42.8679
3100,Leskovac 380,380,161.6,0.007716,RS,0.025251,21.9727,42.9243
3101,Nis 220,220,53.9,0.0025723,RS,0.0084177,21.9836,43.3971
3102,Podujevo 220,220,111,0.0052994,RS,0.017342,21.1267,42.8599
3103,Zemlak 380,380,49,0.0023387,AL,0.040817,20.896,40.6223
3104,Elbasan 2 220,220,44.8,0.0021376,AL,0.037308,20.1819,41.0545
3105,Rrashbull 220,220,35.3,0.0016831,AL,0.029376,19.5117,41.3191
3106,Kolacem 220,220,19.7,0.00094087,AL,0.016421,19.5996,41.7467
3107,Urosevac 380,380,497,0.023731,RS,0.07766,21.3684,42.3585
3108,Kosovo B 220,220,130.9,0.0062503,RS,0.020454,21.0498,42.5854
3109,V. Dejes 220,220,10.3,0.0005,AL,0.0085523,19.5117,41.9758
3110,Scilla 380,380,189,0.0090242,IT,0.004375,15.7764,38.1778
3111,Penarrubia 380,380,24.1,0.0011522,ES,0.00065577,-1.4282,38.488
3112,J.M. de Oriol 380,380,15.2,0.00072687,ES,0.00041368,-6.9104,39.7325
3113,La Torrecilla 220,220,3.2,0.0005,ES,8.6306e-05,-2.7686,39.9097
3114,C.V. 220,220,4.6,0.0005,ES,0.00012434,-2.4719,39.741
3115,Unlabeled_563 220,220,44.9,0.0021459,ES,0.0012213,-0.56939,38.3927
3116,Novelda 220,220,32.2,0.0015388,ES,0.0008758,-0.81299,38.531
3117,Petrel 220,220,38.3,0.0018308,ES,0.001042,-0.70312,38.5739
3118,Unlabeled_564 380,380,94.5,0.0045125,ES,0.0025682,-1.3175,37.961
3119,Unlabeled_565 380,380,75.2,0.0035901,ES,0.0020432,-1.2634,38.0135
3120,Escombreras 380,380,61.4,0.0029318,ES,0.0016686,-1.0107,37.5968
3121,Balsicas 380,380,110.4,0.00527,ES,0.0029993,-0.87891,37.9962
3122,Campanario 380,380,12.1,0.00057696,ES,0.00032836,-1.2634,38.8483
3123,Pesoz 380,380,40.1,0.0019152,ES,0.00109,-7.1741,43.2772
3124,Aluminio 380,380,19.4,0.00092852,ES,0.00052845,-7.4377,43.6679
3125,Abegondo 220,220,33,0.0015766,ES,0.00089728,-8.2178,43.2532
3126,Unlabeled_566 380,380,48.7,0.0023259,ES,0.0013237,-8.2781,42.6828
3127,Fontefria 380,380,83.7,0.0039963,ES,0.0022744,-8.3936,42.1715
3128,Unlabeled_567 380,380,86.7,0.0041403,PT,0.013059,-8.4485,41.599
3129,Riba de Ave 380,380,114,0.0054435,PT,0.01717,-8.4045,41.4674
3130,Castrelo 220,220,27.2,0.0012966,ES,0.00073795,-8.2727,42.3017
3131,Unlabeled_568 220,220,12.2,0.00058015,ES,0.00033018,-8.0969,42.3423
3132,Frieira 220,220,26.1,0.0012473,ES,0.0007099,-8.3166,42.196
3133,P. d. Borben 220,220,27.6,0.0013173,ES,0.00074973,-8.6023,42.2692
3134,S.Pedro 220,220,8.5,0.0005,ES,0.00023214,-7.8223,42.464
3135,Amoeiro 220,220,7.8,0.0005,ES,0.00021245,-7.9102,42.4559
3136,Unlabeled_569 220,220,11.7,0.00055761,ES,0.00031735,-9.067,43.0038
3137,La Grela 220,220,32.8,0.0015648,ES,0.00089058,-8.4485,43.3172
3138,Ferroatlantica 220,220,33.1,0.0015825,ES,0.00090065,-8.7122,43.2692
3139,Puerto 220,220,30.3,0.0014461,ES,0.000823,-8.3716,43.3412
3140,Tibo 220,220,28.5,0.0013595,ES,0.00077375,-8.7231,42.6259
3141,Montecarrio 220,220,16.8,0.00080102,ES,0.00045588,-8.3826,42.7389
3142,San Cayetano 220,220,18.7,0.00089385,ES,0.00050872,-8.4485,42.8599
3143,Unlabeled_570 220,220,17.7,0.00084576,ES,0.00048135,-8.8111,42.8859
3144,Coslada 220b,220,246.2,0.011754,ES,0.0066897,-3.1641,40.38
3145,Unlabeled_571 220,220,17.7,0.00084588,ES,0.00048142,-2.8674,40.6056
3146,Valdemoro 220,220,8,0.0005,ES,0.00021732,-3.241,39.6565
3147,Vallecas 220,220,250.1,0.01194,ES,0.0067956,-3.3179,40.1537
3148,Las Ondinas 220,220,4.3,0.0005,ES,0.0001169,-6.427,42.8438
3149,T. Velasco 220,220,10.1,0.0005,ES,0.00027393,-3.4167,39.7325
3150,Unlabeled_572 220,220,29,0.0013827,ES,0.00078695,-3.7244,39.8592
3151,La Fortuna 220,220,45.6,0.0021783,ES,0.0012398,-4.0979,39.9687
3152,Leganes 220,220,23.7,0.0011319,ES,0.00064418,-3.988,39.8676
3153,Unlabeled_573 220,220,8.2,0.0005,ES,0.00022263,-4.7241,39.9097
3154,Unlabeled_574 220,220,9.9,0.0005,ES,0.00027029,-4.5365,39.8748
3155,Mazarredo 220,220,275.9,0.013175,ES,0.0074983,-4.043,40.2628
3156,Unlabeled_575 380,380,13.4,0.0006402,PT,0.0020193,-7.4597,38.1346
3157,Ferreira do Alentejo 380,380,17.9,0.00085682,PT,0.0027026,-8.042,38.0567
3158,Balboa 220,220,6.7,0.0005,ES,0.00018169,-6.8445,38.2382
3159,Vaguados 220,220,26.4,0.0012608,ES,0.00071755,-6.9653,38.9081
3160,Alvarado 220,220,37.8,0.0018041,ES,0.0010267,-6.8774,38.7798
3161,Sider. Balboa 380,380,12.6,0.00060289,ES,0.00034312,-7.0093,38.2986
3162,Palos 220,220,25.6,0.0012214,ES,0.00069514,-6.7566,37.134
3163,D.Rodrigo 380,380,136.4,0.0065123,ES,0.0037063,-5.614,37.134
3164,Carmona 380,380,31.6,0.001509,ES,0.00085883,-5.5151,37.7881
3165,Tavira 380,380,163,0.0077811,PT,0.024543,-7.7344,37.3963
3166,Unlabeled_576 220,220,49.5,0.0023641,ES,0.0013455,-5.6455,37.5371
3167,Centenario 220,220,47.6,0.0022713,ES,0.0012927,-5.9106,37.3178
3168,Unlabeled_577 220,220,46.3,0.0022088,ES,0.0012571,-5.9489,37.4243
3169,Unlabeled_578 220,220,47.1,0.0022496,ES,0.0012803,-6.0754,37.4661
3170,Arcos de la Frontera (Sur) 380,380,105,0.0050137,ES,0.0028535,-5.7678,36.8445
3171,La Roda de Andalucia 380,380,50.4,0.0024087,ES,0.0013709,-4.7351,37.1078
3172,Manzanares 380,380,53.6,0.0025612,ES,0.0014576,-3.3398,38.9423
3173,Brazatortas 220,220,7,0.0005,ES,0.00018926,-4.5374,38.6083
3174,Pinar del Rey 380,380,46.5,0.0022179,ES,0.0012623,-5.4492,36.262
3175,Jordana 380,380,83.7,0.0039975,ES,0.0022751,-5.1636,36.6596
3176,Caparacena 380,380,124.9,0.0059612,ES,0.0033927,-3.988,37.2128
3177,Imora 380,380,64.8,0.0030942,ES,0.001761,-4.3176,37.2478
3178,Unlabeled_579 220,220,69.9,0.0033392,ES,0.0019004,-4.5044,36.8269
3179,Alhaurin 220,220,65.4,0.0031234,ES,0.0017776,-4.6472,36.6596
3180,Unlabeled_580 220,220,43.3,0.002069,ES,0.0011775,-4.054,37.134
3181,Unlabeled_581 220,220,68.1,0.0032503,ES,0.0018499,-4.021,37.8141
3182,Puertollano 220,220,8.8,0.0005,ES,0.00023876,-4.1748,38.6255
3183,Unlabeled_582 220,220,5.5,0.0005,ES,0.000149,-4.7027,40.4305
3184,Unlabeled_583 220,220,7.3,0.0005,ES,0.00019805,-4.9515,40.1871
3185,Caceres 220,220,12.4,0.0005915,ES,0.00033664,-6.5588,39.4192
3186,Unlabeled_584 220,220,36.3,0.0017336,PT,0.005468,-8.2507,41.2282
3187,Unlabeled_585 220,220,35.7,0.0017051,PT,0.0053783,-8.2617,41.1538
3188,Torrao 220,220,32,0.0015264,PT,0.0048147,-8.3057,41.0711
3189,Estarreja 220,220,30.1,0.0014354,PT,0.0045275,-8.6353,40.7556
3190,Carrapatelo 380,380,98.7,0.004714,PT,0.014869,-8.2397,41.0214
3191,Paraimo 220,220,21.3,0.0010187,PT,0.0032133,-8.5693,40.4887
3192,V. Pouca de Aguiar 380,380,19.9,0.00094883,PT,0.0029928,-7.7893,41.3768
3193,Penamacor 220,220,15,0.00071767,PT,0.0022637,-7.1631,40.1369
3194,Castelo Branco 220,220,4.6,0.0005,PT,0.00069389,-7.4048,39.8338
3195,Unlabeled_586 220,220,15.8,0.00075207,PT,0.0023722,-8.3843,40.206
3196,Unlabeled_587 220,220,15.6,0.00074484,PT,0.0023494,-8.3034,39.9076
3197,Unlabeled_588 220,220,12,0.00057262,PT,0.0018062,-8.064,40.1537
3198,Pereiros 220,220,14.5,0.00069138,PT,0.0021808,-8.5034,40.1453
3199,Simancas 220,220,284.2,0.013568,ES,0.0077218,-3.3948,40.4887
3200,E.T. Majadahonda 220,220,5,0.0005,ES,0.000135,-4.8999,40.689
3201,Landerupgard 380,380,69.4,0.0033134,DK,0.015772,9.5032,55.5908
3202,Revsing 380,380,97.6,0.0046598,DK,0.022181,9.0747,55.5037
3203,Kasso 132,132,0,0.0005,DK,0,9.2944,55.0721
3204,Kasso 220,220,37,0.0017684,DK,0.0084176,9.2944,55.0721
3205,Kiel/West 220,220,62.4,0.0029771,DE,0.00090628,10.1514,54.355
3206,Kiel-Sud 220,220,66.2,0.0031594,DE,0.00096176,10.1624,54.2524
3207,Unlabeled_589 220,220,43.6,0.0020829,DK,0.0099144,9.4153,54.9145
3208,Flensburg 132,132,0,0.0005,DE,0,9.4043,54.7437
3209,Siems 380,380,134.5,0.0064217,DE,0.0019549,10.7556,53.872
3210,Plock 380,380,147.6,0.0070468,PL,0.0071506,19.7205,52.6631
3211,Unlabeled_590 380,380,379.6,0.018125,PL,0.018392,20.5334,52.2682
3212,Unlabeled_591 380,380,390.9,0.018665,PL,0.01894,20.9949,52.3488
3213,Mosciska 380,380,390.2,0.018631,PL,0.018905,20.8301,52.3152
3214,Kozienice 380,380,123.1,0.0058769,PL,0.0059635,21.5552,51.6248
