ID1,ID2,Resistance [Ohm],Reactance [Ohm], Thermal limit [MW]
831,963,0.000351,0.00332,1700
831,963,0.000351,0.00332,1700
831,964,0.001534,0.014521,1700
831,964,0.001534,0.014521,1700
831,965,0.000303,0.002866,1700
831,965,0.000303,0.002866,1700
831,966,0.000912,0.008633,1700
831,966,0.000912,0.008633,1700
832,967,0.001143,0.006533,490
835,968,0.00395,0.022571,490
835,968,0.00395,0.022571,490
836,969,0.001241,0.007089,490
836,969,0.001241,0.007089,490
837,970,0.000922,0.00873,1700
837,970,0.000922,0.00873,1700
838,971,0.001339,0.00765,490
838,972,0.001271,0.007264,490
838,972,0.001271,0.007264,490
839,973,0.001649,0.009421,490
839,973,0.001649,0.009421,490
841,974,0.001018,0.009638,1700
841,974,0.001018,0.009638,1700
842,975,9e-05,0.000855,1700
842,975,9e-05,0.000855,1700
843,976,0.001591,0.015053,1700
843,976,0.001591,0.015053,1700
844,977,0.001684,0.009622,490
844,977,0.001684,0.009622,490
844,977,0.001684,0.009622,490
845,978,0.000233,0.002204,1700
845,978,0.000233,0.002204,1700
845,978,0.000233,0.002204,1700
845,979,0.000182,0.001722,1700
845,979,0.000182,0.001722,1700
846,974,0.00124,0.011736,1700
846,974,0.00124,0.011736,1700
846,974,0.00124,0.011736,1700
846,980,0.000255,0.002409,1700
846,980,0.000255,0.002409,1700
846,981,0.001385,0.038088,1000
847,979,0.000208,0.001964,1700
847,979,0.000208,0.001964,1700
847,982,0.000505,0.004775,1700
847,982,0.000505,0.004775,1700
848,983,0.004029,0.023023,490
848,983,0.004029,0.023023,490
849,984,0.006018,0.034385,490
849,984,0.006018,0.034385,490
849,984,0.006018,0.034385,490
850,984,0.001385,0.038088,1000
850,985,0.00106,0.010031,1700
850,985,0.00106,0.010031,1700
851,986,0.000343,0.00325,1700
851,986,0.000343,0.00325,1700
852,986,0.000907,0.008588,1700
852,986,0.000907,0.008588,1700
853,987,0.000237,0.002246,1700
853,987,0.000237,0.002246,1700
853,987,0.000237,0.002246,1700
853,988,0.001385,0.038088,1000
856,989,0.000561,0.005307,1700
856,990,0.001385,0.038088,1000
857,991,0.001385,0.038088,1000
858,987,0.00066,0.006243,1700
858,987,0.00066,0.006243,1700
859,992,0.001084,0.010256,1700
859,992,0.001084,0.010256,1700
859,992,0.001084,0.010256,1700
859,993,0.000205,0.001937,1700
859,993,0.000205,0.001937,1700
859,994,0.000437,0.004135,1700
859,994,0.000437,0.004135,1700
860,995,0.008087,0.046209,490
860,995,0.008087,0.046209,490
863,996,0.001903,0.018011,1700
864,997,0.000203,0.001923,1700
865,875,0.00379,0.021657,490
865,998,0.004696,0.026833,490
865,998,0.004696,0.026833,490
865,999,0.004139,0.023648,490
865,999,0.004139,0.023648,490
865,1000,0.005864,0.033506,490
865,1000,0.005864,0.033506,490
866,998,0.009531,0.054461,490
866,1001,0.005152,0.029438,490
866,1001,0.005152,0.029438,490
866,1002,0.001904,0.010878,490
867,1003,0.001385,0.038088,1000
868,1004,0.010909,0.062334,490
868,1005,0.00374,0.021369,490
869,1006,0.001385,0.038088,1000
870,881,0.00016,0.001511,1700
872,1000,0.011868,0.067817,490
874,876,0.000747,0.007073,1700
874,1007,0.000964,0.009121,1700
874,1008,0.000665,0.006293,1700
874,1009,0.001385,0.038088,1000
876,999,0.001385,0.038088,1000
876,1010,0.001068,0.010111,1700
876,1011,0.00025,0.002368,1700
879,1012,0.003429,0.019594,490
879,1012,0.003429,0.019594,490
881,1013,0.001457,0.013787,1700
882,1013,0.000764,0.007226,1700
882,1013,0.000764,0.007226,1700
882,1014,0.000508,0.004807,1700
882,1014,0.000427,0.004045,1700
883,1015,0.000967,0.009152,1700
883,1015,0.000967,0.009152,1700
884,952,0.001969,0.018634,1700
884,952,0.001969,0.018634,1700
885,1016,0.000144,0.001359,1700
885,1016,0.000144,0.001359,1700
886,1017,0.005801,0.033147,490
886,1018,0.00429,0.024514,490
886,1019,0.006547,0.037414,490
886,1020,0.004806,0.027461,490
886,1021,0.001556,0.008892,490
888,892,0.002278,0.013017,490
890,1022,0.001385,0.038088,1000
891,930,0.000769,0.007273,1700
891,930,0.000769,0.007273,1700
891,1023,0.001601,0.015152,1700
891,1023,0.001601,0.015152,1700
891,1024,0.000732,0.006928,1700
891,1024,0.000732,0.006928,1700
891,1025,0.001385,0.038088,1000
893,900,0.001368,0.007818,490
893,1026,0.001025,0.005857,490
893,1027,0.001142,0.006524,490
894,895,0.001675,0.00957,490
895,1028,0.001705,0.009743,490
896,931,0.001385,0.038088,1000
896,1029,0.006175,0.035287,490
898,900,0.00412,0.023544,490
898,900,0.004325,0.024714,490
898,900,0.004325,0.024714,490
898,956,0.002972,0.016983,490
899,1030,0.000661,0.003777,490
899,1030,0.000661,0.003777,490
900,1026,0.001338,0.007644,490
900,1026,0.001338,0.007644,490
900,1028,0.00469,0.026797,490
901,1031,0.002041,0.019315,1700
901,1031,0.002041,0.019315,1700
902,914,0.002436,0.013917,490
902,914,0.002436,0.013917,490
902,914,0.002436,0.013917,490
903,1032,0.000185,0.001751,1700
903,1032,0.000185,0.001751,1700
903,1033,0.001341,0.012693,1700
903,1033,0.001341,0.012693,1700
904,915,0.001004,0.005738,490
905,1034,0.001115,0.010557,1700
905,1034,0.001115,0.010557,1700
905,1035,0.001451,0.013731,1700
905,1035,0.001451,0.013731,1700
905,1036,0.001385,0.038088,1000
906,1037,0.004833,0.027615,490
906,1038,0.001421,0.008119,490
907,1039,0.005008,0.028618,490
908,1040,0.002076,0.011862,490
910,1039,0.006004,0.03431,490
912,1041,0.000565,0.005351,1700
912,1041,0.000565,0.005351,1700
912,1042,0.000278,0.00263,1700
912,1043,0.003498,0.033107,1700
912,1043,0.003498,0.033107,1700
912,1044,0.001183,0.011195,1700
912,1044,0.001183,0.011195,1700
912,1045,0.001385,0.038088,1000
915,1046,0.007572,0.043266,490
916,1047,0.007245,0.041401,490
918,1048,0.005295,0.030257,490
919,1048,0.005139,0.029363,490
921,1049,0.010017,0.057242,490
921,1050,0.004876,0.02786,490
921,1051,0.002581,0.014746,490
922,1052,0.001135,0.006487,490
924,1053,0.001782,0.010184,490
926,1053,0.003374,0.01928,490
928,1054,0.000769,0.004393,490
928,1055,0.000679,0.003881,490
928,1055,0.000679,0.003881,490
929,1055,0.00053,0.003031,490
929,1055,0.00053,0.003031,490
929,1056,0.001471,0.008405,490
929,1056,0.001471,0.008405,490
932,1057,0.001681,0.009608,490
932,1057,0.001681,0.009608,490
932,1058,0.002674,0.015281,490
932,1058,0.002674,0.015281,490
933,1059,0.001999,0.011423,490
933,1060,0.002407,0.013753,490
935,1061,0.004286,0.024491,490
936,937,0.002287,0.013069,490
936,1062,0.004639,0.026508,490
936,1063,0.00765,0.043711,490
936,1064,0.001956,0.011176,490
937,944,0.003326,0.019007,490
937,1065,0.004518,0.025814,490
938,1066,0.001385,0.038088,1000
939,1067,9.3e-05,0.000877,1700
939,1068,9.9e-05,0.000935,1700
940,1069,0.001303,0.012335,1700
940,1069,0.001303,0.012335,1700
940,1070,0.001385,0.038088,1000
941,1071,0.002399,0.013707,490
941,1071,0.002399,0.013707,490
941,1072,0.001417,0.008096,490
941,1072,0.001417,0.008096,490
941,1073,0.003782,0.021612,490
941,1073,0.003782,0.021612,490
942,1074,0.001385,0.038088,1000
943,1075,0.005469,0.031249,490
943,1075,0.005469,0.031249,490
946,1039,0.002814,0.016079,490
950,1076,0.00044,0.004164,1700
950,1076,0.00044,0.004164,1700
950,1077,0.000339,0.003208,1700
950,1077,0.000339,0.003208,1700
952,1078,0.000374,0.003544,1700
952,1078,0.000374,0.003544,1700
952,1079,0.000149,0.001408,1700
952,1080,0.001385,0.038088,1000
953,961,0.001399,0.007993,490
953,1081,0.002659,0.015194,490
953,1081,0.002659,0.015194,490
953,1082,0.001638,0.00936,490
953,1082,0.001638,0.00936,490
954,1026,0.009087,0.051927,490
954,1083,0.002634,0.015053,490
955,1081,0.001418,0.008101,490
955,1081,0.001418,0.008101,490
957,958,0.000834,0.004763,490
957,1084,0.000831,0.004746,490
957,1084,0.000831,0.004746,490
958,1085,0.000831,0.004747,490
959,1086,0.000866,0.004949,490
959,1086,0.000866,0.004949,490
960,1087,0.002593,0.014814,490
961,1088,0.003848,0.021989,490
962,1089,0.000143,0.001353,1700
962,1089,0.000143,0.001353,1700
962,1090,0.000457,0.004328,1700
962,1090,0.000457,0.004328,1700
964,1091,0.000321,0.003038,1700
964,1091,0.000321,0.003038,1700
964,1092,0.0009,0.008513,1700
964,1092,0.0009,0.008513,1700
965,1093,0.001385,0.038088,1000
966,1094,0.000231,0.002182,1700
966,1094,0.000231,0.002182,1700
966,1095,0.00038,0.003597,1700
966,1095,0.00038,0.003597,1700
968,970,0.001385,0.038088,1000
968,1096,0.002894,0.016537,490
970,1095,0.00041,0.003877,1700
970,1095,0.00041,0.003877,1700
971,1097,0.002086,0.011922,490
972,1097,0.001271,0.007264,490
973,1098,0.001243,0.007102,490
973,1098,0.001243,0.007102,490
974,1099,0.000753,0.007123,1700
974,1099,0.000753,0.007123,1700
974,1099,0.000753,0.007123,1700
974,1100,0.000939,0.008882,1700
974,1100,0.000939,0.008882,1700
974,1101,0.000233,0.002204,1700
974,1102,0.001385,0.038088,1000
975,1103,0.000932,0.008822,1700
975,1103,0.000932,0.008822,1700
975,1103,0.000932,0.008822,1700
975,1104,0.000267,0.002531,1700
975,1104,0.000267,0.002531,1700
976,1105,0.000707,0.006694,1700
976,1105,0.000707,0.006694,1700
977,1106,0.001732,0.009899,490
977,1106,0.001732,0.009899,490
977,1106,0.001732,0.009899,490
978,983,0.001385,0.038088,1000
978,1107,0.000596,0.005644,1700
978,1107,0.000596,0.005644,1700
978,1107,0.000596,0.005644,1700
978,1107,0.000434,0.004107,1700
978,1107,0.000434,0.004107,1700
978,1108,0.000263,0.002487,1700
978,1108,0.000263,0.002487,1700
978,1108,0.000263,0.002487,1700
978,1109,0.000178,0.001687,1700
978,1110,0.000302,0.002861,1700
978,1110,0.000302,0.002861,1700
981,1102,0.007623,0.043559,490
981,1102,0.007623,0.043559,490
981,1111,0.001862,0.010642,490
981,1111,0.001862,0.010642,490
982,985,0.001036,0.009809,1700
982,985,0.001036,0.009809,1700
982,1110,0.00038,0.003597,1700
982,1110,0.00038,0.003597,1700
982,1112,0.000492,0.004653,1700
982,1112,0.000492,0.004653,1700
982,1113,0.000269,0.002545,1700
982,1113,0.000269,0.002545,1700
984,1114,0.004695,0.02683,490
984,1114,0.004695,0.02683,490
984,1115,0.002487,0.014212,490
984,1115,0.002487,0.014212,490
986,1116,0.000516,0.004883,1700
986,1116,0.000516,0.004883,1700
986,1116,0.000516,0.004883,1700
988,1117,0.004619,0.026394,490
988,1117,0.004619,0.026394,490
990,1118,0.015941,0.091091,490
990,1118,0.015941,0.091091,490
990,1119,0.001982,0.011326,490
990,1120,0.012663,0.072361,490
990,1120,0.012663,0.072361,490
991,1121,0.00831,0.047485,490
991,1121,0.00831,0.047485,490
991,1122,0.010725,0.061288,490
991,1123,0.002633,0.015047,490
991,1123,0.002633,0.015047,490
992,1124,0.001112,0.010528,1700
992,1124,0.001112,0.010528,1700
993,1125,0.001002,0.009486,1700
993,1125,0.001002,0.009486,1700
993,1125,0.001002,0.009486,1700
995,1126,0.000965,0.005513,490
996,997,0.000204,0.001935,1700
996,997,0.000204,0.001935,1700
997,1127,0.00039,0.003692,1700
998,1005,0.004779,0.027309,490
999,1128,0.012128,0.069303,490
1001,1012,0.002314,0.013222,490
1001,1012,0.002314,0.013222,490
1002,1129,0.003729,0.021307,490
1003,1130,0.000263,0.002484,1700
1003,1130,0.000263,0.002484,1700
1004,1128,0.005319,0.030393,490
1004,1131,0.010989,0.062796,490
1005,1132,0.00623,0.035602,490
1006,1013,0.000211,0.001999,1700
1007,1130,0.000226,0.002135,1700
1007,1133,0.001385,0.038088,1000
1008,1134,0.002257,0.021363,1700
1009,1132,0.002791,0.015946,490
1010,1135,0.001172,0.011093,1700
1011,1127,0.000941,0.008902,1700
1011,1136,0.000269,0.002542,1700
1013,1137,0.0006,0.005676,1700
1014,1138,0.000999,0.009455,1700
1014,1139,0.00036,0.003408,1700
1014,1139,0.00036,0.003408,1700
1014,1140,0.001953,0.018486,1700
1014,1141,0.000218,0.00206,1700
1014,1142,0.001385,0.038088,1000
1015,1078,7.5e-05,0.000711,1700
1015,1078,7.5e-05,0.000711,1700
1015,1143,0.001385,0.038088,1000
1017,1144,0.003179,0.018165,490
1021,1087,0.004722,0.02698,490
1022,1145,0.001299,0.007423,490
1022,1146,0.001499,0.008563,490
1022,1146,0.001499,0.008563,490
1022,1147,0.002634,0.015051,490
1022,1147,0.002634,0.015051,490
1022,1148,0.001172,0.006698,490
1022,1148,0.001172,0.006698,490
1022,1149,0.006853,0.039157,490
1023,1150,0.001242,0.011754,1700
1023,1150,0.001242,0.011754,1700
1023,1151,0.001385,0.038088,1000
1024,1152,0.00028,0.002651,1700
1024,1152,0.00028,0.002651,1700
1024,1153,0.001385,0.038088,1000
1025,1154,0.000833,0.004761,490
1025,1154,0.000833,0.004761,490
1025,1155,0.005443,0.031101,490
1025,1155,0.005443,0.031101,490
1025,1155,0.005443,0.031101,490
1025,1156,0.004182,0.023894,490
1026,1027,0.001148,0.006558,490
1026,1157,0.001024,0.00585,490
1026,1157,0.001024,0.00585,490
1029,1158,0.001388,0.007932,490
1029,1158,0.001388,0.007932,490
1030,1159,0.001554,0.008878,490
1030,1159,0.001554,0.008878,490
1030,1160,0.001667,0.009524,490
1031,1033,0.001004,0.009499,1700
1031,1033,0.001004,0.009499,1700
1031,1047,0.001385,0.038088,1000
1031,1161,0.000618,0.005848,1700
1031,1161,0.000618,0.005848,1700
1031,1162,0.001364,0.01291,1700
1032,1163,0.001259,0.011911,1700
1032,1163,0.001259,0.011911,1700
1032,1164,0.001385,0.038088,1000
1034,1165,0.000654,0.006189,1700
1034,1165,0.000654,0.006189,1700
1035,1166,0.001709,0.016174,1700
1035,1167,0.001385,0.038088,1000
1036,1168,0.003567,0.020385,490
1036,1168,0.003567,0.020385,490
1036,1169,0.006531,0.037319,490
1036,1170,0.002799,0.015991,490
1036,1170,0.003029,0.017308,490
1037,1052,0.001597,0.009128,490
1037,1171,0.000804,0.004596,490
1039,1053,0.009643,0.055102,490
1039,1172,0.009465,0.054086,490
1039,1173,0.009224,0.052706,490
1041,1042,0.000551,0.005217,1700
1041,1042,0.000551,0.005217,1700
1041,1163,0.000863,0.008168,1700
1041,1163,0.000863,0.008168,1700
1041,1174,0.00015,0.001421,1700
1041,1174,0.00015,0.001421,1700
1041,1175,0.001385,0.038088,1000
1042,1044,0.001126,0.010658,1700
1042,1176,0.001385,0.038088,1000
1043,1050,0.001385,0.038088,1000
1043,1177,0.000941,0.008903,1700
1043,1177,0.000941,0.008903,1700
1043,1178,0.000198,0.001872,1700
1044,1179,0.00143,0.013537,1700
1044,1179,0.00138,0.013057,1700
1044,1180,0.001385,0.038088,1000
1045,1181,0.001056,0.006036,490
1047,1182,0.00901,0.051485,490
1047,1183,0.005842,0.033383,490
1047,1183,0.005842,0.033383,490
1047,1184,0.003766,0.021521,490
1047,1185,0.008231,0.047034,490
1049,1186,0.005674,0.032421,490
1050,1187,0.004001,0.022864,490
1051,1177,0.001385,0.038088,1000
1051,1188,0.001507,0.008609,490
1051,1188,0.001507,0.008609,490
1051,1189,0.005682,0.032467,490
1052,1075,0.009896,0.05655,490
1052,1190,0.004345,0.024826,490
1052,1191,0.007239,0.041363,490
1052,1192,0.00902,0.05154,490
1053,1193,0.00126,0.0072,490
1055,1194,0.002948,0.016847,490
1055,1195,0.001127,0.006437,490
1057,1196,0.001253,0.007161,490
1057,1196,0.001253,0.007161,490
1058,1197,0.002751,0.015717,490
1058,1197,0.002751,0.015717,490
1058,1198,0.008855,0.050601,490
1058,1199,0.001172,0.006694,490
1058,1199,0.001172,0.006694,490
1059,1200,0.001774,0.010136,490
1060,1201,0.001007,0.005753,490
1061,1202,0.001147,0.006556,490
1061,1203,0.001747,0.009981,490
1062,1204,0.001378,0.007872,490
1062,1205,0.001128,0.006445,490
1063,1172,0.002335,0.013343,490
1064,1206,0.001369,0.007825,490
1065,1173,0.002574,0.014708,490
1066,1207,0.007075,0.040429,490
1066,1208,0.001944,0.011106,490
1066,1209,0.007634,0.043625,490
1066,1210,0.002648,0.015131,490
1066,1211,0.004194,0.023964,490
1069,1212,0.000755,0.007148,1700
1069,1212,0.000755,0.007148,1700
1069,1213,0.001385,0.038088,1000
1070,1214,0.002273,0.012987,490
1070,1215,0.001336,0.007634,490
1070,1216,0.000824,0.004705,490
1071,1217,0.00334,0.019084,490
1071,1218,0.00123,0.00703,490
1071,1219,0.002462,0.014068,490
1074,1206,0.003794,0.021677,490
1074,1220,0.00057,0.003255,490
1074,1221,0.00276,0.015772,490
1074,1222,0.001174,0.006708,490
1076,1223,0.000104,0.00098,1700
1076,1224,0.000556,0.005262,1700
1076,1224,0.000556,0.005262,1700
1077,1225,0.000571,0.005404,1700
1078,1226,0.001385,0.038088,1000
1079,1227,0.001385,0.038088,1000
1080,1228,0.003504,0.020025,490
1080,1228,0.003504,0.020025,490
1082,1088,0.002719,0.015537,490
1088,1229,0.002776,0.015863,490
1090,1230,0.000303,0.002866,1700
1090,1230,0.000303,0.002866,1700
1090,1231,0.000151,0.001431,1700
1090,1231,0.000151,0.001431,1700
1091,1112,0.000645,0.006103,1700
1091,1112,0.000645,0.006103,1700
1091,1232,0.000893,0.008447,1700
1091,1232,0.000893,0.008447,1700
1091,1233,0.000834,0.00789,1700
1091,1233,0.000834,0.00789,1700
1092,1234,0.000713,0.006748,1700
1093,1096,0.003145,0.017968,490
1093,1235,0.001152,0.006584,490
1093,1235,0.001152,0.006584,490
1093,1236,0.00176,0.010055,490
1093,1236,0.00176,0.010055,490
1093,1237,0.003667,0.020953,490
1093,1237,0.003667,0.020953,490
1097,1238,0.001233,0.007044,490
1097,1238,0.001233,0.007044,490
1097,1239,0.002218,0.012674,490
1097,1239,0.002218,0.012674,490
1097,1240,0.001685,0.009631,490
1097,1240,0.001685,0.009631,490
1099,1241,0.000677,0.00641,1700
1099,1241,0.000677,0.00641,1700
1099,1241,0.000677,0.00641,1700
1099,1242,0.000127,0.0012,1700
1100,1103,0.0003,0.002839,1700
1100,1103,0.0003,0.002839,1700
1100,1103,0.0003,0.002839,1700
1100,1243,0.000285,0.002701,1700
1100,1243,0.000285,0.002701,1700
1101,1244,0.000379,0.00359,1700
1101,1245,0.001385,0.038088,1000
1102,1246,0.001306,0.007463,490
1102,1246,0.001306,0.007463,490
1103,1247,0.001153,0.010916,1700
1103,1247,0.001153,0.010916,1700
1103,1247,0.001153,0.010916,1700
1104,1106,0.001385,0.038088,1000
1105,1247,0.000634,0.006003,1700
1105,1247,0.000634,0.006003,1700
1105,1248,0.001071,0.010132,1700
1105,1248,0.001071,0.010132,1700
1107,1241,0.000392,0.00371,1700
1107,1241,0.000392,0.00371,1700
1107,1241,0.000392,0.00371,1700
1107,1249,0.000169,0.001595,1700
1107,1249,0.000169,0.001595,1700
1107,1249,0.000169,0.001595,1700
1107,1250,0.001385,0.038088,1000
1108,1251,0.000302,0.002856,1700
1108,1251,0.000302,0.002856,1700
1108,1252,0.000225,0.002125,1700
1108,1252,0.000225,0.002125,1700
1108,1252,0.000225,0.002125,1700
1108,1253,0.000146,0.001385,1700
1108,1253,0.000146,0.001385,1700
1108,1253,0.000146,0.001385,1700
1111,1250,0.002331,0.013319,490
1111,1250,0.002331,0.013319,490
1112,1254,0.000135,0.001273,1700
1113,1255,0.000315,0.002985,1700
1113,1255,0.000315,0.002985,1700
1114,1115,0.00194,0.011085,490
1114,1115,0.00194,0.011085,490
1115,1256,0.001733,0.009902,490
1115,1257,0.003596,0.020546,490
1115,1257,0.003596,0.020546,490
1116,1258,0.000605,0.005729,1700
1116,1258,0.000605,0.005729,1700
1116,1258,0.000605,0.005729,1700
1116,1259,0.001122,0.010622,1700
1116,1259,0.001122,0.010622,1700
1116,1260,0.000828,0.007839,1700
1116,1260,0.000828,0.007839,1700
1117,1261,0.010543,0.060242,490
1117,1261,0.010543,0.060242,490
1117,1262,0.004596,0.026265,490
1117,1262,0.004596,0.026265,490
1118,1263,0.007127,0.040727,490
1118,1263,0.007127,0.040727,490
1118,1264,0.00191,0.010911,490
1118,1264,0.00191,0.010911,490
1120,1265,0.001385,0.038088,1000
1120,1266,0.001138,0.006503,490
1120,1266,0.001138,0.006503,490
1120,1266,0.001138,0.006503,490
1122,1267,0.001921,0.010976,490
1122,1268,0.005627,0.032154,490
1122,1269,0.008915,0.05094,490
1123,1270,0.011037,0.063066,490
1123,1270,0.011037,0.063066,490
1124,1271,0.000498,0.004715,1700
1124,1271,0.000498,0.004715,1700
1124,1272,0.001385,0.038088,1000
1127,1273,0.000544,0.005146,1700
1127,1274,0.000549,0.005196,1700
1128,1275,0.001385,0.038088,1000
1128,1276,0.010264,0.058651,490
1129,1268,0.004414,0.025222,490
1130,1277,0.000612,0.005788,1700
1130,1277,0.000612,0.005788,1700
1130,1278,0.000534,0.005057,1700
1130,1278,0.000534,0.005057,1700
1131,1132,0.001987,0.011353,490
1131,1279,0.002878,0.016443,490
1133,1269,0.003793,0.021674,490
1134,1280,0.000228,0.002161,1700
1135,1281,0.000295,0.00279,1700
1135,1282,0.001325,0.012538,1700
1135,1282,0.001325,0.012538,1700
1135,1283,0.000486,0.004603,1700
1135,1283,0.000569,0.005387,1700
1135,1284,0.000219,0.002072,1700
1135,1285,0.000931,0.008815,1700
1138,1286,0.000218,0.002059,1700
1138,1287,0.001153,0.010915,1700
1139,1288,0.000214,0.002021,1700
1139,1289,0.001385,0.038088,1000
1140,1141,0.002239,0.021189,1700
1140,1290,0.000142,0.001341,1700
1140,1291,0.001049,0.009931,1700
1140,1291,0.001049,0.009931,1700
1141,1274,0.000929,0.008796,1700
1142,1276,0.001164,0.006651,490
1143,1292,0.002963,0.016933,490
1143,1292,0.002963,0.016933,490
1144,1292,0.003362,0.019211,490
1146,1154,0.002891,0.01652,490
1146,1156,0.003278,0.01873,490
1147,1154,0.000328,0.001877,490
1147,1154,0.000328,0.001877,490
1147,1293,0.000924,0.005281,490
1147,1293,0.000924,0.005281,490
1149,1294,0.001395,0.00797,490
1150,1295,0.000299,0.00283,1700
1150,1295,0.000299,0.00283,1700
1151,1296,0.001214,0.006934,490
1151,1297,0.000602,0.00344,490
1151,1297,0.000602,0.00344,490
1151,1297,0.000602,0.00344,490
1153,1156,0.001441,0.008232,490
1153,1156,0.001441,0.008232,490
1153,1294,0.001399,0.007992,490
1153,1294,0.001399,0.007992,490
1155,1297,0.004378,0.025017,490
1155,1297,0.004378,0.025017,490
1155,1297,0.004378,0.025017,490
1158,1293,0.002843,0.016247,490
1161,1184,0.001385,0.038088,1000
1161,1298,0.000905,0.008566,1700
1161,1298,0.000905,0.008566,1700
1161,1299,0.000128,0.001213,1700
1162,1300,0.000215,0.002034,1700
1162,1301,0.001385,0.038088,1000
1164,1302,0.001226,0.007005,490
1164,1302,0.001226,0.007005,490
1164,1303,0.001245,0.007115,490
1164,1303,0.001245,0.007115,490
1164,1304,0.003829,0.021882,490
1164,1304,0.003829,0.021882,490
1165,1177,0.000743,0.007029,1700
1165,1177,0.000743,0.007029,1700
1165,1305,0.002204,0.020855,1700
1165,1305,0.002204,0.020855,1700
1165,1306,0.001385,0.038088,1000
1166,1307,0.000211,0.002,1700
1166,1307,0.000211,0.002,1700
1166,1308,0.001385,0.038088,1000
1167,1309,0.001654,0.009453,490
1167,1310,0.001418,0.008104,490
1167,1311,0.001401,0.008008,490
1167,1311,0.001401,0.008008,490
1168,1169,0.003349,0.019137,490
1169,1312,0.003992,0.022811,490
1169,1313,0.003311,0.018921,490
1175,1176,0.003955,0.0226,490
1176,1314,0.004889,0.027937,490
1176,1315,0.001694,0.009682,490
1176,1316,0.003226,0.018432,490
1176,1316,0.003226,0.018432,490
1176,1317,0.012166,0.069522,490
1179,1318,0.001682,0.01592,1700
1179,1318,0.001682,0.015915,1700
1179,1319,0.001385,0.038088,1000
1180,1320,0.002652,0.015155,490
1180,1321,0.003076,0.01758,490
1180,1321,0.003076,0.01758,490
1181,1322,0.0046,0.026284,490
1181,1323,0.000713,0.004075,490
1181,1323,0.000713,0.004075,490
1182,1185,0.001419,0.008107,490
1182,1185,0.001419,0.008107,490
1182,1324,0.001754,0.01002,490
1183,1325,0.009481,0.054174,490
1183,1326,0.001429,0.008164,490
1183,1326,0.001429,0.008164,490
1184,1327,0.010233,0.058475,490
1184,1327,0.010233,0.058475,490
1184,1328,0.00086,0.004916,490
1185,1329,0.006754,0.038594,490
1185,1330,0.003395,0.0194,490
1186,1317,0.012505,0.071457,490
1186,1323,0.010211,0.05835,490
1186,1323,0.010211,0.05835,490
1187,1331,0.006279,0.035878,490
1188,1332,0.001197,0.00684,490
1188,1333,0.001311,0.007491,490
1189,1334,0.004096,0.023407,490
1189,1334,0.004096,0.023407,490
1189,1335,0.006637,0.037925,490
1190,1312,0.002548,0.014558,490
1191,1336,0.003026,0.017292,490
1192,1337,0.007914,0.045225,490
1194,1195,0.001649,0.009423,490
1195,1338,0.000723,0.00413,490
1198,1339,0.006526,0.037289,490
1198,1340,0.00705,0.040284,490
1198,1341,0.004536,0.02592,490
1199,1342,0.001867,0.010666,490
1199,1343,0.001262,0.007212,490
1199,1343,0.001262,0.007212,490
1200,1211,0.00664,0.037942,490
1200,1344,0.002851,0.016294,490
1200,1344,0.002851,0.016294,490
1201,1345,0.001434,0.008193,490
1202,1203,0.000865,0.004943,490
1202,1346,0.001385,0.038088,1000
1203,1347,0.008837,0.050496,490
1203,1348,0.001395,0.007969,490
1203,1349,0.001485,0.008486,490
1203,1350,0.001465,0.00837,490
1204,1351,0.001186,0.006779,490
1206,1352,0.002101,0.012004,490
1207,1213,0.001805,0.010314,490
1207,1353,0.00125,0.00714,490
1207,1354,0.000651,0.003722,490
1208,1211,0.003563,0.020362,490
1208,1355,0.003743,0.021387,490
1208,1356,0.006074,0.034711,490
1208,1357,0.005043,0.028816,490
1209,1212,0.001385,0.038088,1000
1209,1213,0.005363,0.030643,490
1209,1358,0.001972,0.011267,490
1209,1358,0.001972,0.011267,490
1210,1216,0.004496,0.02569,490
1211,1356,0.003101,0.017722,490
1212,1359,0.000464,0.004392,1700
1212,1359,0.000464,0.004392,1700
1213,1354,0.001969,0.011249,490
1213,1354,0.001969,0.011249,490
1214,1360,0.001059,0.00605,490
1214,1361,0.002689,0.015365,490
1215,1362,0.001498,0.008557,490
1215,1363,0.001973,0.011273,490
1216,1360,0.003474,0.01985,490
1216,1364,0.001974,0.011282,490
1216,1365,0.000807,0.004612,490
1217,1220,0.004873,0.027844,490
1218,1366,0.000968,0.005528,490
1219,1313,0.001879,0.010737,490
1220,1222,0.001508,0.008618,490
1222,1367,0.00198,0.011316,490
1224,1368,0.000229,0.00217,1700
1224,1368,0.000229,0.00217,1700
1224,1368,0.000229,0.00217,1700
1224,1368,0.000229,0.00217,1700
1224,1369,0.000491,0.004643,1700
1224,1369,0.000491,0.004643,1700
1224,1369,0.000491,0.004643,1700
1224,1370,0.000315,0.002983,1700
1224,1370,0.000315,0.002983,1700
1226,1371,0.001616,0.009235,490
1226,1371,0.001616,0.009235,490
1227,1372,0.001527,0.008726,490
1227,1372,0.001527,0.008726,490
1229,1373,0.001558,0.008905,490
1230,1374,0.000161,0.001525,1700
1230,1374,0.000161,0.001525,1700
1230,1375,0.00052,0.004925,1700
1230,1375,0.00052,0.004925,1700
1232,1376,0.000555,0.005251,1700
1232,1376,0.000555,0.005251,1700
1233,1377,0.000469,0.004439,1700
1233,1377,0.000469,0.004439,1700
